Column 1,Column 2,Modifier Indicator
0248T,93010,Standards of medical/surgical practice
0249T,93000,Standards of medical/surgical practice
0249T,93010,Standards of medical/surgical practice
0251T,93000,Standards of medical/surgical practice
0251T,93010,Standards of medical/surgical practice
0253T,93000,Standards of medical/surgical practice
0253T,93010,Standards of medical/surgical practice
0254T,93000,Standards of medical/surgical practice
0254T,93010,Standards of medical/surgical practice
0256T,93000,Standards of medical/surgical practice
0256T,93010,Standards of medical/surgical practice
0257T,93000,Standards of medical/surgical practice
0257T,93010,Standards of medical/surgical practice
0258T,93000,Standards of medical/surgical practice
0258T,93010,Standards of medical/surgical practice
0259T,93000,Standards of medical/surgical practice
0259T,93010,Standards of medical/surgical practice
0262T,93000,Misuse of Column Two code with Column One code
0262T,93010,Misuse of Column Two code with Column One code
0263T,93000,Standards of medical/surgical practice
0263T,93010,Standards of medical/surgical practice
0265T,93000,Standards of medical/surgical practice
0265T,93010,Standards of medical/surgical practice
0266T,93000,Misuse of Column Two code with Column One code
0266T,93010,Misuse of Column Two code with Column One code
0267T,93000,Misuse of Column Two code with Column One code
0267T,93010,Misuse of Column Two code with Column One code
0268T,93000,Misuse of Column Two code with Column One code
0268T,93010,Misuse of Column Two code with Column One code
0269T,93000,Misuse of Column Two code with Column One code
0269T,93010,Misuse of Column Two code with Column One code
0270T,93000,Misuse of Column Two code with Column One code
0270T,93010,Misuse of Column Two code with Column One code
0271T,93000,Misuse of Column Two code with Column One code
0271T,93010,Misuse of Column Two code with Column One code
0272T,93000,Misuse of Column Two code with Column One code
0272T,93010,Misuse of Column Two code with Column One code
0273T,93000,Misuse of Column Two code with Column One code
0273T,93010,Misuse of Column Two code with Column One code
0274T,93000,Misuse of Column Two code with Column One code
0274T,93010,Misuse of Column Two code with Column One code
0275T,93000,Misuse of Column Two code with Column One code
0275T,93010,Misuse of Column Two code with Column One code
0276T,93000,Misuse of Column Two code with Column One code
0276T,93010,Misuse of Column Two code with Column One code
0277T,93000,Misuse of Column Two code with Column One code
0277T,93010,Misuse of Column Two code with Column One code
0281T,93000,Misuse of Column Two code with Column One code
0281T,93010,Misuse of Column Two code with Column One code
0282T,93000,Misuse of Column Two code with Column One code
0282T,93010,Misuse of Column Two code with Column One code
0283T,93000,Misuse of Column Two code with Column One code
0283T,93010,Misuse of Column Two code with Column One code
0284T,93000,Misuse of Column Two code with Column One code
0284T,93010,Misuse of Column Two code with Column One code
0288T,93000,Misuse of Column Two code with Column One code
0288T,93010,Misuse of Column Two code with Column One code
0289T,93000,Misuse of Column Two code with Column One code
0289T,93010,Misuse of Column Two code with Column One code
0290T,93000,Misuse of Column Two code with Column One code
0290T,93010,Misuse of Column Two code with Column One code
0291T,93000,Standards of medical/surgical practice
0291T,93010,Standards of medical/surgical practice
0292T,93000,Standards of medical/surgical practice
0292T,93010,Standards of medical/surgical practice
0293T,93000,Standards of medical/surgical practice
0293T,93010,Standards of medical/surgical practice
0294T,93000,Standards of medical/surgical practice
0294T,93010,Standards of medical/surgical practice
0295T,93000,HCPCS/CPT procedure code definition
0295T,93010,HCPCS/CPT procedure code definition
0296T,93000,HCPCS/CPT procedure code definition
0296T,93010,HCPCS/CPT procedure code definition
0297T,93000,HCPCS/CPT procedure code definition
0297T,93010,HCPCS/CPT procedure code definition
0298T,93000,HCPCS/CPT procedure code definition
0298T,93010,HCPCS/CPT procedure code definition
0299T,93000,Standards of medical/surgical practice
0299T,93010,Standards of medical/surgical practice
0300T,93000,Standards of medical/surgical practice
0300T,93010,Standards of medical/surgical practice
0301T,93000,Standards of medical/surgical practice
0301T,93010,Standards of medical/surgical practice
0302T,93000,CPT Manual or CMS manual coding instruction
0302T,93010,CPT Manual or CMS manual coding instruction
0303T,93000,CPT Manual or CMS manual coding instruction
0303T,93010,CPT Manual or CMS manual coding instruction
0304T,93000,CPT Manual or CMS manual coding instruction
0304T,93010,CPT Manual or CMS manual coding instruction
0305T,93000,CPT Manual or CMS manual coding instruction
0305T,93010,CPT Manual or CMS manual coding instruction
0306T,93000,CPT Manual or CMS manual coding instruction
0306T,93010,CPT Manual or CMS manual coding instruction
0307T,93000,Standards of medical/surgical practice
0307T,93010,Standards of medical/surgical practice
0308T,93000,Standards of medical/surgical practice
0308T,93010,Standards of medical/surgical practice
0309T,93000,Standards of medical/surgical practice
0309T,93010,Standards of medical/surgical practice
0312T,93000,Standards of medical/surgical practice
0312T,93010,Standards of medical/surgical practice
0313T,93000,Standards of medical/surgical practice
0313T,93010,Standards of medical/surgical practice
0314T,93000,Standards of medical/surgical practice
0314T,93010,Standards of medical/surgical practice
0315T,93000,Standards of medical/surgical practice
0315T,93010,Standards of medical/surgical practice
0316T,93000,Standards of medical/surgical practice
0316T,93010,Standards of medical/surgical practice
0319T,93000,Misuse of Column Two code with Column One code
0319T,93010,Misuse of Column Two code with Column One code
0320T,93000,Misuse of Column Two code with Column One code
0320T,93010,Misuse of Column Two code with Column One code
0321T,93000,Misuse of Column Two code with Column One code
0321T,93010,Misuse of Column Two code with Column One code
0322T,93000,Misuse of Column Two code with Column One code
0322T,93010,Misuse of Column Two code with Column One code
0323T,93000,Misuse of Column Two code with Column One code
0323T,93010,Misuse of Column Two code with Column One code
0324T,93000,Misuse of Column Two code with Column One code
0324T,93010,Misuse of Column Two code with Column One code
0325T,93000,Misuse of Column Two code with Column One code
0325T,93010,Misuse of Column Two code with Column One code
0326T,93000,Misuse of Column Two code with Column One code
0326T,93010,Misuse of Column Two code with Column One code
0327T,93000,Misuse of Column Two code with Column One code
0327T,93010,Misuse of Column Two code with Column One code
0328T,93000,Misuse of Column Two code with Column One code
0328T,93010,Misuse of Column Two code with Column One code
0334T,93000,Standards of medical/surgical practice
0334T,93010,Standards of medical/surgical practice
0335T,93000,Standards of medical/surgical practice
0335T,93010,Standards of medical/surgical practice
0336T,93000,Standards of medical/surgical practice
0336T,93010,Standards of medical/surgical practice
